question,worker,answer
28,20,0
28,13,2
28,19,2
28,40,0
28,43,2
28,29,0
28,51,2
29,12,3
29,3,2
29,68,3
29,31,3
29,47,2
29,56,3
29,13,3
29,35,1
29,60,2
29,34,3
30,3,1
30,31,0
30,35,0
30,27,1
30,20,1
30,5,1
30,22,0
30,41,1
30,10,0
30,59,1
31,48,2
31,1,3
31,13,2
31,15,2
31,10,2
31,9,3
31,31,3
31,35,2
31,43,1
31,20,1
32,11,1
32,25,0
32,43,2
32,15,1
32,9,1
32,27,1
32,34,1
32,69,1
32,31,1
32,35,0
33,19,0
33,58,1
33,9,0
33,25,2
33,16,1
33,3,2
33,11,1
33,41,2
33,21,0
33,34,1
34,1,1
34,16,1
34,24,1
34,3,1
34,14,0
34,53,1
34,31,1
34,13,1
34,15,0
34,35,1
35,36,3
35,70,1
35,4,1
35,25,1
35,23,1
35,53,1
35,56,2
35,26,2
35,14,3
35,20,1
36,12,3
36,16,3
36,70,1
36,25,1
36,37,1
36,71,3
36,28,3
36,39,1
36,51,3
36,47,1
37,23,1
37,31,2
37,40,1
37,16,3
37,58,2
37,28,3
37,42,3
37,29,1
37,5,3
37,35,3
38,11,3
38,31,2
38,61,2
38,19,2
38,34,2
38,3,0
38,17,3
38,16,3
38,29,0
38,22,2
39,72,0
39,5,3
39,23,0
39,8,0
39,20,0
39,9,2
39,13,3
39,41,0
39,25,0
39,22,3
40,37,3
40,10,2
40,17,2
40,23,3
40,19,2
40,41,3
40,27,2
40,29,3
40,13,2
40,73,2
41,74,2
41,75,2
41,49,2
41,1,2
41,35,2
41,16,2
41,31,2
41,34,2
41,30,2
41,72,3
42,16,1
42,11,1
42,1,0
42,35,1
42,40,1
42,43,1
42,65,0
42,58,1
42,12,0
42,10,1
43,49,3
43,48,3
43,56,3
43,47,1
43,34,3
43,31,3
43,25,1
43,9,3
43,20,1
43,43,1
44,22,2
44,35,2
44,37,0
44,43,0
44,20,0
44,9,2
44,21,2
44,34,2
44,14,2
44,66,0
45,2,0
45,31,1
45,67,0
45,3,3
45,16,1
45,53,3
45,9,0
45,20,3
45,39,3
45,10,0
46,16,0
46,1,0
46,37,3
46,2,1
46,43,3
46,23,3
46,7,3
46,40,3
46,47,3
46,9,0
47,11,1
47,49,0
47,40,0
47,34,1
47,26,0
47,31,1
47,5,0
47,17,1
47,9,1
47,55,0
48,13,2
48,31,2
48,34,2
48,35,2
48,61,2
48,41,2
48,23,2
48,47,2
48,3,2
48,14,3
49,50,2
49,76,1
49,25,1
49,2,3
49,9,3
49,3,3
49,28,2
49,16,2
49,35,2
49,73,2
50,35,1
50,43,0
50,67,0
50,50,1
50,8,0
50,37,0
50,23,0
50,31,1
50,9,1
50,27,1
51,23,1
51,24,3
51,25,3
51,40,3
51,17,3
51,2,2
51,9,3
51,39,3
51,58,2
51,54,3
52,11,2
52,4,0
52,13,2
52,39,0
52,56,2
52,40,0
52,12,2
52,47,0
52,42,2
52,20,3
53,16,0
53,61,1
53,56,0
53,35,1
53,37,0
53,47,0
53,17,0
53,50,0
53,13,1
53,29,0
54,23,2
54,34,0
54,8,2
54,16,0
54,43,2
54,35,0
54,12,0
54,3,2
54,9,0
54,28,1
55,35,2
55,12,3
55,77,2
55,78,2
55,14,3
55,4,2
55,34,3
55,43,2
55,3,2
55,36,3
56,79,3
56,12,1
56,36,1
56,22,0
56,5,1
56,9,1
56,37,3
56,41,3
56,35,0
56,45,1
57,1,0
57,43,3
57,49,3
57,80,3
57,5,3
57,37,1
57,52,2
57,8,0
57,45,2
57,47,1
58,37,2
58,22,3
58,56,2
58,13,3
58,9,3
58,20,3
58,25,3
58,36,3
58,28,3
58,66,3
59,50,1
59,10,1
59,25,1
59,8,2
59,41,2
59,26,2
59,23,2
59,51,1
59,53,2
59,11,1
60,81,2
60,39,2
60,80,3
60,12,3
60,3,2
60,34,3
60,9,3
60,53,2
60,54,2
60,50,3
61,40,1
61,43,1
61,23,1
61,62,1
61,82,3
61,13,3
61,63,3
61,35,3
61,51,2
61,19,3
62,81,0
62,39,2
62,76,2
62,34,0
62,13,1
62,2,1
62,10,0
62,7,2
62,61,0
62,42,0
63,83,3
63,40,3
63,2,1
63,37,3
63,3,3
63,55,3
63,43,3
63,19,0
63,34,0
63,84,1
64,83,3
64,39,3
64,13,2
64,47,3
64,40,3
64,2,3
64,23,0
64,35,2
64,55,2
64,29,3
65,55,3
65,1,3
65,40,3
65,34,3
65,26,3
65,41,3
65,39,3
65,3,3
65,5,3
65,36,3
66,68,2
66,25,2
66,13,3
66,2,3
66,39,2
66,56,2
66,16,2
66,23,2
66,47,2
66,9,3
67,36,2
67,55,1
67,11,2
67,8,1
67,9,2
67,13,2
67,43,1
67,62,1
67,73,2
67,22,2
68,13,1
68,36,0
68,31,1
68,26,2
68,27,0
68,39,2
68,19,0
68,55,2
68,20,2
68,41,0
69,70,1
69,85,1
69,13,2
69,23,1
69,40,1
69,17,2
69,34,2
69,35,2
69,58,2
69,5,1
70,31,2
70,20,3
70,55,1
70,17,2
70,10,2
70,28,2
70,58,2
70,22,2
70,25,1
70,66,3
71,1,2
71,13,2
71,15,2
71,54,1
71,47,1
71,55,1
71,66,1
71,34,2
71,35,2
71,51,2
72,16,3
72,37,2
72,4,2
72,40,2
72,8,1
72,35,3
72,43,2
72,9,2
72,31,2
72,55,3
73,1,1
73,37,0
73,16,0
73,13,2
73,9,1
73,53,0
73,20,0
73,3,0
73,35,0
73,40,0
74,37,0
74,25,0
74,39,0
74,31,1
74,35,1
74,86,1
74,44,1
74,29,0
74,22,1
74,20,3
75,1,3
75,52,3
75,56,3
75,23,2
75,40,1
75,34,3
75,17,3
75,5,3
75,43,2
75,15,3
76,68,3
76,37,2
76,32,3
76,15,3
76,3,3
76,22,3
76,17,3
76,13,3
76,16,3
76,44,3
77,11,2
77,50,2
77,34,3
77,52,3
77,47,3
77,16,3
77,23,3
77,13,3
77,63,3
77,28,3
78,1,3
78,16,3
78,20,3
78,21,3
78,10,3
78,30,2
78,43,3
78,9,3
78,29,3
78,22,3
79,11,2
79,70,0
79,56,2
79,23,0
79,28,2
79,22,3
79,44,2
79,20,1
79,60,2
79,16,2
80,16,0
80,2,1
80,20,3
80,18,3
80,87,3
80,5,0
80,9,1
80,25,3
80,53,3
80,58,1
81,12,1
81,85,3
81,67,0
81,31,0
81,1,1
81,77,3
81,39,3
81,41,3
81,37,3
81,15,1
82,40,2
82,61,2
82,3,2
82,9,2
82,20,2
82,22,2
82,35,3
82,69,2
82,29,2
82,88,2
83,77,0
83,89,0
83,2,1
83,16,0
83,26,0
83,13,1
83,10,0
83,11,0
83,20,0
83,21,0
84,1,0
84,22,0
84,40,2
84,56,1
84,14,0
84,16,0
84,17,0
84,35,0
84,20,2
84,25,2
85,11,1
85,27,1
85,20,2
85,31,1
85,13,1
85,9,1
85,43,3
85,61,1
85,73,1
85,3,2
86,63,0
86,58,1
86,12,0
86,34,0
86,27,0
86,20,3
86,73,0
86,25,3
86,16,0
86,26,3
87,14,1
87,43,2
87,1,1
87,39,3
87,31,1
87,8,3
87,28,1
87,69,1
87,16,0
87,34,1
88,16,0
88,1,1
88,10,0
88,19,1
88,37,3
88,9,1
88,51,1
88,55,3
88,21,1
88,42,1
89,48,0
89,16,0
89,35,0
89,31,0
89,58,0
89,61,0
89,13,0
89,22,1
89,59,0
89,34,0
90,50,1
90,48,1
90,90,0
90,49,0
90,13,0
90,4,3
90,77,3
90,36,0
90,1,0
90,3,0
91,81,1
91,56,1
91,22,0
91,3,1
91,5,1
91,31,1
91,30,1
91,35,1
91,29,1
91,20,1
92,14,0
92,35,1
92,9,0
92,34,1
92,5,1
92,23,1
92,58,1
92,13,1
92,47,1
92,43,1
93,61,3
93,12,2
93,77,2
93,56,2
93,47,2
93,39,2
93,10,3
93,53,2
93,34,3
93,20,2
94,77,1
94,13,3
94,15,2
94,23,1
94,57,3
94,35,3
94,51,3
94,31,3
94,45,2
94,10,3
95,1,0
95,10,1
95,67,1
95,13,1
95,3,2
95,22,1
95,9,0
95,44,1
95,2,1
95,20,1
96,48,2
96,83,1
96,3,1
96,49,2
96,35,3
96,10,3
96,25,1
96,15,2
96,5,2
96,19,2
97,37,3
97,1,1
97,15,1
97,10,0
97,90,1
97,39,3
97,43,3
97,62,3
97,31,0
97,17,1
98,12,2
98,68,2
98,79,0
98,35,2
98,15,2
98,3,0
98,44,2
98,8,0
98,55,2
98,58,2
99,13,0
99,35,0
99,37,1
99,3,1
99,36,0
99,22,1
99,57,1
99,21,0
99,73,0
99,20,3
100,1,0
100,49,0
100,4,3
100,10,0
100,56,1
100,13,1
100,61,0
100,3,3
100,26,3
100,34,0
101,75,0
101,55,3
101,36,2
101,35,2
101,27,2
101,3,3
101,17,2
101,23,3
101,47,3
101,34,2
102,1,1
102,31,1
102,15,1
102,50,1
102,9,1
102,60,1
102,27,1
102,34,1
102,28,0
102,73,0
103,49,1
103,31,3
103,40,0
103,13,1
103,61,1
103,62,2
103,16,0
103,21,1
103,25,0
103,55,0
104,10,3
104,22,2
104,14,2
104,56,2
104,25,0
104,6,2
104,20,0
104,66,0
104,72,0
104,42,3
105,11,0
105,34,1
105,56,1
105,22,1
105,53,1
105,20,0
105,29,1
105,58,1
105,31,1
105,9,1
106,61,3
106,56,2
106,55,1
106,1,3
106,43,1
106,37,1
106,54,1
106,9,3
106,3,1
106,42,3
107,11,3
107,5,2
107,53,2
107,3,2
107,34,3
107,40,2
107,22,2
107,41,2
107,20,2
107,36,2
108,13,3
108,12,0
108,40,3
108,53,3
108,17,1
108,20,0
108,9,0
108,36,0
108,42,0
108,25,3
109,78,0
109,40,0
109,34,1
109,2,1
109,3,0
109,47,0
109,44,0
109,15,1
109,35,0
109,21,1
110,1,3
110,56,2
110,55,2
110,35,2
110,22,2
110,61,2
110,45,3
110,21,2
110,9,2
110,3,2
111,13,3
111,35,2
111,3,0
111,76,0
111,27,3
111,10,3
111,41,0
111,15,3
111,60,0
111,22,3
112,50,0
112,11,0
112,36,0
112,17,0
112,13,0
112,41,1
112,5,0
112,21,0
112,9,0
112,20,1
113,23,2
113,1,3
113,2,3
113,12,3
113,37,2
113,52,3
113,3,2
113,20,2
113,73,3
113,54,2
114,13,3
114,12,2
114,22,2
114,6,2
114,23,3
114,47,3
114,36,2
114,25,3
114,14,2
114,20,3
115,1,2
115,3,1
115,13,2
115,41,1
115,54,1
115,12,2
115,51,2
115,9,3
115,53,1
115,20,1
116,1,3
116,35,2
116,12,3
116,40,2
116,13,3
116,14,2
116,61,0
116,23,2
116,47,2
116,17,3
117,49,2
117,12,3
117,13,2
117,47,2
117,63,2
117,40,2
117,9,2
117,6,3
117,28,3
117,17,3
118,23,1
118,16,2
118,34,3
118,1,3
118,20,1
118,53,1
118,8,1
118,25,1
118,28,3
118,29,1
119,37,1
119,31,0
119,32,1
119,67,0
119,39,1
119,34,0
119,16,0
119,35,0
119,9,0
119,12,0
120,25,3
120,31,0
120,45,0
120,29,3
120,35,0
120,10,0
120,9,0
120,28,0
120,63,0
120,47,3
121,72,2
121,36,0
121,40,0
121,14,1
121,34,0
121,37,0
121,10,0
121,47,0
121,13,1
121,42,0
122,75,0
122,22,2
122,5,2
122,43,0
122,25,0
122,28,2
122,20,2
122,41,1
122,72,0
122,47,0
123,2,3
123,16,2
123,26,1
123,52,2
123,50,2
123,37,1
123,35,2
123,3,1
123,31,2
123,21,2
124,23,1
124,25,0
124,1,2
124,19,2
124,36,3
124,35,2
124,40,0
124,56,2
124,9,3
124,21,3
125,81,0
125,1,0
125,15,0
125,22,2
125,16,0
125,39,2
125,50,0
125,30,0
125,28,1
125,47,2
126,11,2
126,16,2
126,1,3
126,39,3
126,19,2
126,47,3
126,9,3
126,55,3
126,66,3
126,22,2
127,31,3
127,91,3
127,35,3
127,3,3
127,20,3
127,16,3
127,58,2
127,40,3
127,8,3
127,25,3
128,2,3
128,1,3
128,13,3
128,44,3
128,35,3
128,12,3
128,20,1
128,28,3
128,47,1
128,3,1
129,31,2
129,16,2
129,12,2
129,13,2
129,35,2
129,34,2
129,9,2
129,47,3
129,23,3
129,8,3
130,39,2
130,17,0
130,13,0
130,31,0
130,16,0
130,9,1
130,42,0
130,36,0
130,55,2
130,22,0
131,90,0
131,72,0
131,49,0
131,5,2
131,57,0
131,31,0
131,58,0
131,34,0
131,59,0
131,28,0
132,22,1
132,57,1
132,52,1
132,62,3
132,17,1
132,8,3
132,55,3
132,36,1
132,35,1
132,28,0
133,83,1
133,16,1
133,61,1
133,76,1
133,3,1
133,35,1
133,31,1
133,43,1
133,12,1
133,63,1
134,92,3
134,16,3
134,25,3
134,5,3
134,58,2
134,21,3
134,9,3
134,47,3
134,13,3
134,61,2
135,12,2
135,35,2
135,3,3
135,25,3
135,53,1
135,2,2
135,5,2
135,31,2
135,34,2
135,58,2
136,13,0
136,40,1
136,5,0
136,37,1
136,9,1
136,63,1
136,21,1
136,25,1
136,11,0
136,3,1
137,37,2
137,2,3
137,35,3
137,50,3
137,27,3
137,10,3
137,34,3
137,21,3
137,23,3
137,44,3
138,11,2
138,14,2
138,37,0
138,40,0
138,19,2
138,35,0
138,29,0
138,34,2
138,3,0
138,55,0
139,35,3
139,15,2
139,3,3
139,16,3
139,42,3
139,73,3
139,28,3
139,58,2
139,55,3
139,66,3
140,11,0
140,37,3
140,13,1
140,8,0
140,28,1
140,10,1
140,41,3
140,53,0
140,31,1
140,34,1
141,24,3
141,80,3
141,37,2
141,31,3
141,44,3
141,35,3
141,54,2
141,9,2
141,20,1
141,3,2
142,1,2
142,10,2
142,52,2
142,37,3
142,16,2
142,86,2
142,22,2
142,9,2
142,21,2
142,20,3
143,77,0
143,50,0
143,56,0
143,3,0
143,90,1
143,17,0
143,44,0
143,13,0
143,31,0
143,34,0
144,16,0
144,90,1
144,37,1
144,36,1
144,34,1
144,19,1
144,17,1
144,23,0
144,3,0
144,13,1
145,2,0
145,32,0
145,22,0
145,9,0
145,17,0
145,39,0
145,13,0
145,31,0
145,16,0
145,29,0
146,2,1
146,37,1
146,40,1
146,15,1
146,76,1
146,9,1
146,3,1
146,21,1
146,5,1
146,22,1
147,1,3
147,37,3
147,3,3
147,40,3
147,2,3
147,77,3
147,76,3
147,47,3
147,61,2
147,5,3
148,1,2
148,40,3
148,3,3
148,51,2
148,43,3
148,20,3
148,9,2
148,35,3
148,29,3
148,22,2
149,40,1
149,55,1
149,35,3
149,34,3
149,23,1
149,43,3
149,20,1
149,53,1
149,12,3
149,51,3
150,49,3
150,16,2
150,34,3
150,13,3
150,19,3
150,41,0
150,9,3
150,35,3
150,51,3
150,63,3
151,11,3
151,36,3
151,68,3
151,25,3
151,31,3
151,15,3
151,13,3
151,3,3
151,34,3
151,88,3
152,35,1
152,56,0
152,27,1
152,25,3
152,53,3
152,37,3
152,6,1
152,43,1
152,9,1
152,3,3
153,10,2
153,11,2
153,40,1
153,41,2
153,34,3
153,27,2
153,15,2
153,21,2
153,63,3
153,51,3
154,90,0
154,56,1
154,61,0
154,53,1
154,22,1
154,21,0
154,43,1
154,34,0
154,55,1
154,20,1
155,1,3
155,4,1
155,40,1
155,10,3
155,22,2
155,23,1
155,2,3
155,15,2
155,61,2
155,3,1
156,56,2
156,31,2
156,25,0
156,1,2
156,39,0
156,3,0
156,22,2
156,8,0
156,35,3
156,21,2
157,90,1
157,13,1
157,63,1
157,9,1
157,22,1
157,35,1
157,61,1
157,65,1
157,60,0
157,50,1
158,80,2
158,35,2
158,34,3
158,31,3
158,13,3
158,47,0
158,3,0
158,20,0
158,25,0
158,73,2
159,65,0
159,25,0
159,19,0
159,22,0
159,23,0
159,20,0
159,42,1
159,16,0
159,9,1
159,31,0
160,16,0
160,49,0
160,13,1
160,8,0
160,41,0
160,31,0
160,21,1
160,66,0
160,58,1
160,42,0
161,16,2
161,3,0
161,43,0
161,13,2
161,9,2
161,21,2
161,10,2
161,54,2
161,35,2
161,42,2
162,16,0
162,48,0
162,1,0
162,85,0
162,27,0
162,42,1
162,31,0
162,29,0
162,9,0
162,58,1
163,37,0
163,77,3
163,40,0
163,22,2
163,35,3
163,15,2
163,41,0
163,9,3
163,54,0
163,21,2
164,89,3
164,56,2
164,1,3
164,31,2
164,58,2
164,14,3
164,20,1
164,29,1
164,30,2
164,41,1
165,47,1
165,12,0
165,3,1
165,13,1
165,43,1
165,16,0
165,55,1
165,22,0
165,35,0
165,31,1
166,25,0
166,15,2
166,13,3
166,53,0
166,39,0
166,21,3
166,41,0
166,9,2
166,28,3
166,62,0
167,49,0
167,13,0
167,39,0
167,12,0
167,35,0
167,25,0
167,3,0
167,19,0
167,37,0
167,20,1
168,2,0
168,13,1
168,76,1
168,61,0
168,3,1
168,53,1
168,44,0
168,7,1
168,9,0
168,29,1
169,16,1
169,13,1
169,35,1
169,2,0
169,39,3
169,7,3
169,45,0
169,62,1
169,20,3
169,21,1
170,36,1
170,24,1
170,3,1
170,16,1
170,34,1
170,50,1
170,13,1
170,54,1
170,20,1
170,93,0
171,2,2
171,35,2
171,15,2
171,41,1
171,37,1
171,57,2
171,16,2
171,55,1
171,61,2
171,9,2
172,13,3
172,35,3
172,14,2
172,76,2
172,56,2
172,39,2
172,8,2
172,37,2
172,22,2
172,31,2
173,35,1
173,3,1
173,19,1
173,8,3
173,40,3
173,20,3
173,43,3
173,29,3
173,55,3
173,73,1
174,1,3
174,61,3
174,35,3
174,22,3
174,60,2
174,6,3
174,10,3
174,13,3
174,21,3
174,3,0
175,16,0
175,35,0
175,47,1
175,2,1
175,43,1
175,40,1
175,21,2
175,30,1
175,13,0
175,3,1
176,32,1
176,4,1
176,35,1
176,33,0
176,31,1
176,3,0
176,58,1
176,29,0
176,22,1
176,25,0
177,37,0
177,36,0
177,5,0
177,65,0
177,23,3
177,31,0
177,29,0
177,12,0
177,73,0
177,21,0
178,10,3
178,16,3
178,37,0
178,28,3
178,12,3
178,18,0
178,23,0
178,35,3
178,11,3
178,94,0
179,48,2
179,1,2
179,65,2
179,31,2
179,20,3
179,54,3
179,23,3
179,9,3
179,42,2
179,34,2
180,48,2
180,35,2
180,56,3
180,3,3
180,4,3
180,13,3
180,26,3
180,60,3
180,23,3
180,19,3
181,10,3
181,81,2
181,8,3
181,80,3
181,16,3
181,15,3
181,23,3
181,31,2
181,9,3
181,53,1
182,72,1
182,43,2
182,13,3
182,35,0
182,5,0
182,53,2
182,17,3
182,10,3
182,47,2
182,6,3
183,75,3
183,37,0
183,1,3
183,31,2
183,33,3
183,95,0
183,34,3
183,29,0
183,55,0
183,25,0
184,12,3
184,74,3
184,36,3
184,35,3
184,90,3
184,13,3
184,17,3
184,53,1
184,40,1
184,62,1
185,1,3
185,55,0
185,43,0
185,12,3
185,31,3
185,60,0
185,21,3
185,25,0
185,20,0
185,35,3
186,77,2
186,4,2
186,37,2
186,14,2
186,40,2
186,61,2
186,58,2
186,29,2
186,10,3
186,28,3
187,14,3
187,16,3
187,56,2
187,96,3
187,67,2
187,77,2
187,5,2
187,40,2
187,13,3
187,8,2
188,2,1
188,15,0
188,40,2
188,41,2
188,60,2
188,16,0
188,28,0
188,9,0
188,31,0
188,3,2
189,14,0
189,6,0
189,16,0
189,31,0
189,34,0
189,39,0
189,8,0
189,41,0
189,3,0
189,7,0
190,68,2
190,25,3
190,37,1
190,55,1
190,61,2
190,40,1
190,3,1
190,56,2
190,43,1
190,9,2
191,39,2
191,22,0
191,17,0
191,57,0
191,9,1
191,3,2
191,13,0
191,16,0
191,11,0
191,10,0
192,37,0
192,55,0
192,16,3
192,41,0
192,26,0
192,12,3
192,13,3
192,3,0
192,21,3
192,20,0
193,19,3
193,23,2
193,3,2
193,41,2
193,27,2
193,16,2
193,60,2
193,13,3
193,9,2
193,30,3
194,4,2
194,76,2
194,12,0
194,23,2
194,56,1
194,31,1
194,40,2
194,17,0
194,60,2
194,20,2
195,36,3
195,55,0
195,43,0
195,35,3
195,54,0
195,42,3
195,30,2
195,47,0
195,94,0
195,58,2
196,36,3
196,34,3
196,23,1
196,16,2
196,60,1
196,53,1
196,17,3
196,21,2
196,12,3
196,42,3
197,90,3
197,11,3
197,1,2
197,32,3
197,56,3
197,17,3
197,23,2
197,9,3
197,91,2
197,37,2
198,37,1
198,25,1
198,43,1
198,20,1
198,28,3
198,94,1
198,30,2
198,54,1
198,13,2
198,53,1
199,37,1
199,25,1
199,55,1
199,9,2
199,19,2
199,54,1
199,16,3
199,58,2
199,35,3
199,41,1
200,25,2
200,52,3
200,34,3
200,31,3
200,20,2
200,43,2
200,35,3
200,16,3
200,5,3
200,22,3
201,37,3
201,31,2
201,20,3
201,8,3
201,28,2
201,12,2
201,42,2
201,14,2
201,43,1
201,3,3
202,1,2
202,31,2
202,12,3
202,10,3
202,22,3
202,43,0
202,23,3
202,39,0
202,51,3
202,34,3
203,11,2
203,37,2
203,49,3
203,70,2
203,16,0
203,19,2
203,9,3
203,6,3
203,3,2
203,10,3
204,31,0
204,43,1
204,16,0
204,41,1
204,40,1
204,13,1
204,5,1
204,35,1
204,59,1
204,54,1
205,14,0
205,12,0
205,49,1
205,19,0
205,9,0
205,43,1
205,53,1
205,35,1
205,66,1
205,34,0
206,90,3
206,39,3
206,53,3
206,19,3
206,5,3
206,13,3
206,3,3
206,9,3
206,34,3
206,61,3
207,4,2
207,39,2
207,10,0
207,40,2
207,37,2
207,9,1
207,23,2
207,13,1
207,60,2
207,58,1
208,8,0
208,3,0
208,1,1
208,34,1
208,65,1
208,53,0
208,44,0
208,47,0
208,9,1
208,28,1
209,35,2
209,1,2
209,61,3
209,43,3
209,20,3
209,36,2
209,31,2
209,41,3
209,10,2
209,3,3
210,48,2
210,2,3
210,31,2
210,3,1
210,35,3
210,13,3
210,54,1
210,47,1
210,94,1
210,66,1
211,3,0
211,89,0
211,40,0
211,13,0
211,1,0
211,19,0
211,57,0
211,44,0
211,37,0
211,54,0
212,78,2
212,43,0
212,3,0
212,47,0
212,16,0
212,23,0
212,13,1
212,35,0
212,31,1
212,58,0
213,35,0
213,34,1
213,17,0
213,1,1
213,40,0
213,31,0
213,15,1
213,23,0
213,14,0
213,16,0
214,39,0
214,16,0
214,20,0
214,17,0
214,21,1
214,29,0
214,34,1
214,27,1
214,47,0
214,28,0
215,61,1
215,51,0
215,43,0
215,13,1
215,12,0
215,37,0
215,7,0
215,18,0
215,31,0
215,23,0
216,16,0
216,70,0
216,49,1
216,8,0
216,31,1
216,15,0
216,1,0
216,13,0
216,3,0
216,26,0
217,37,1
217,77,1
217,8,2
217,17,0
217,2,1
217,60,1
217,41,1
217,27,1
217,9,1
217,63,1
218,2,2
218,3,1
218,14,2
218,62,1
218,17,2
218,69,2
218,31,3
218,6,2
218,55,1
218,40,1
219,56,0
219,16,0
219,9,1
219,44,0
219,13,0
219,31,0
219,12,1
219,61,0
219,40,0
219,21,1
220,23,0
220,1,0
220,76,0
220,61,0
220,44,0
220,5,0
220,57,0
220,3,0
220,47,2
220,21,0
221,10,3
221,70,3
221,68,3
221,35,3
221,20,3
221,3,0
221,47,3
221,41,3
221,19,3
221,8,3
222,1,2
222,13,2
222,20,2
222,54,2
222,10,2
222,9,2
222,16,2
222,72,2
222,41,2
222,34,2
223,3,1
223,2,2
223,1,2
223,6,2
223,31,2
223,9,2
223,20,1
223,35,2
223,29,1
223,45,2
224,13,1
224,37,1
224,10,0
224,65,1
224,36,0
224,15,0
224,17,0
224,20,1
224,34,0
224,28,0
225,16,0
225,49,0
225,12,0
225,37,1
225,23,1
225,5,0
225,14,1
225,31,0
225,9,0
225,34,0
226,50,2
226,16,2
226,40,0
226,8,0
226,31,3
226,15,2
226,21,3
226,3,0
226,9,2
226,62,0
227,24,3
227,25,1
227,16,3
227,35,3
227,43,1
227,5,2
227,3,1
227,61,2
227,20,1
227,55,1
228,37,1
228,25,1
228,22,3
228,23,1
228,40,1
228,13,3
228,55,1
228,28,3
228,7,1
228,19,2
229,1,0
229,43,0
229,55,0
229,13,0
229,37,0
229,23,0
229,34,0
229,40,0
229,9,0
229,51,0
230,16,0
230,10,0
230,31,0
230,60,2
230,43,2
230,9,0
230,97,2
230,21,0
230,42,1
230,35,0
231,68,0
231,4,0
231,43,0
231,17,0
231,2,1
231,37,0
231,19,0
231,35,1
231,6,0
231,16,0
232,1,3
232,49,2
232,40,1
232,13,3
232,51,3
232,47,1
232,31,3
232,29,1
232,63,3
232,72,1
233,37,3
233,35,1
233,77,3
233,50,1
233,43,3
233,10,0
233,13,1
233,20,0
233,28,1
233,61,1
